"Adjusted P value","ID","Description","A & B","A","B","U"
"0.00546565619287891","GO:0008152","metabolic process","25","28","4962","10021"
"0.000817377248073852","GO:0003824","catalytic activity","26","28","4672","10021"
"0.0227698890856861","GO:0016829","lyase activity","5","28","159","10021"
"0.00546565619287891","GO:0016757","transferase activity, transferring glycosyl groups","7","28","287","10021"
"0.00225667366605881","GO:0016758","transferase activity, transferring hexosyl groups","7","28","214","10021"
"0.0422836987217064","GO:0009072","aromatic amino acid family metabolic process","3","28","40","10021"
"0.0227698890856861","GO:0009813","flavonoid biosynthetic process","2","28","5","10021"
"0.0422836987217064","GO:0016872","intramolecular lyase activity","2","28","8","10021"
"0.0227698890856861","GO:0045430","chalcone isomerase activity","2","28","5","10021"
"0.0227698890856861","GO:0009812","flavonoid metabolic process","2","28","5","10021"
"0.0422836987217064","GO:0006559","L-phenylalanine catabolic process","2","28","8","10021"
"0.00529491982038742","GO:0006558","L-phenylalanine metabolic process","3","28","14","10021"
"0.0422836987217064","GO:0009074","aromatic amino acid family catabolic process","2","28","8","10021"
"0.00529491982038742","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","3","28","14","10021"
"0.0422836987217064","GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","2","28","8","10021"
